Report Number,Supplemental Number,Accident Date/Time,Operator ID,Pipeline Location,Pipeline Type,Liquid Type,Accident State,Cause Category,Cause Subcategory,Net Loss (Barrels),Shutdown Date/Time,All Costs
20120268,17620,8/19/2012 7:30 AM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,PA,CORROSION,INTERNAL,0.0,8/19/2012 7:30,46000
20120261,17304,8/19/2012 10:30 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.5,,991
20120267,19306,8/20/2012 8:30 AM,26061,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,5.0,8/20/2012 12:00,21700
20120270,18622,8/20/2012 3:45 PM,4906,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,8/20/2012 17:30,130050
20120273,17268,8/22/2012 10:00 AM,32147,ONSHORE,TANK,CRUDE OIL,IL,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,666980
20120272,19236,8/22/2012 7:15 PM,26099,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",FL,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,8/22/2012 19:16,185500
20120271,17838,8/23/2012 10:45 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,8/23/2012 10:45,6000
20120260,17973,8/23/2012 2:47 PM,32147,ONSHORE,UNDERGROUND,CRUDE OIL,IL,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,,105402
20120263,17613,8/23/2012 10:35 PM,31618,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,EXTERNAL,3.0,8/24/2012 0:35,501500
20120274,17839,8/25/2012 12:15 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,8/25/2012 12:15,16000
20120275,19741,8/27/2012 2:41 AM,22430,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,19.0,8/27/2012 2:41,6023171
20120283,17894,8/27/2012 5:15 AM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,MT,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,250
20120269,18682,8/29/2012 1:48 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.1,8/29/2012 13:57,79000
20120276,18116,8/30/2012 10:45 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,20200
20120277,17796,8/31/2012 11:33 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,8/31/2012 11:33,2375
20120258,17503,8/31/2012 5:00 PM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0.0,,1110
20120265,17597,8/31/2012 5:20 PM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,8/31/2012 17:25,52668
20120282,18862,9/3/2012 6:52 PM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MI,CORROSION,EXTERNAL,0.33,9/3/2012 18:52,20000
20120286,20385,9/5/2012 10:52 AM,300,ONSHORE,UNDERGROUND,CRUDE OIL,TX,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0.0,9/5/2012 10:55,40750
20120278,19211,9/5/2012 9:45 PM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.78,9/5/2012 21:45,37739
20120280,18115,9/6/2012 4:16 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,9/6/2012 4:16,10564
20120287,17797,9/6/2012 5:30 AM,300,ONSHORE,TANK,CRUDE OIL,CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,2000
20120281,17266,9/6/2012 12:45 PM,2731,OFFSHORE,,CRUDE OIL,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.02,,470002
20120279,19205,9/9/2012 7:35 AM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",54.65,9/9/2012 7:35,42494
20120292,18849,9/10/2012 4:14 PM,26041,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,EXTERNAL,0.1,9/10/2012 16:14,68901
20120293,20826,9/11/2012 3:10 AM,26041,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,INTERNAL,0.0,9/11/2012 3:10,1430920
20120289,17846,9/11/2012 11:50 AM,26094,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,,10730
20120290,19454,9/11/2012 3:30 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,9/11/2012 15:35,112000
20120288,17504,9/12/2012 1:50 PM,31174,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,2650
20120285,18138,9/13/2012 11:45 AM,9175,ONSHORE,ABOVEGROUND,CRUDE OIL,KS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.17,9/13/2012 11:46,1475
20120291,17367,9/13/2012 11:50 AM,31556,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,ALL OTHER CAUSES,MISCELLANEOUS,3.75,9/13/2012 12:10,525
20120284,20643,9/13/2012 3:28 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,6700.0,9/13/2012 15:28,264000
20120294,19833,9/16/2012 6:30 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,9/16/2012 18:40,154000
20120300,17674,9/18/2012 6:30 AM,300,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,9/18/2012 6:40,44000
20120295,18565,9/18/2012 9:00 AM,2387,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,2.0,,37660
20120297,16961,9/18/2012 10:18 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,0.75,,10600
20120302,17662,9/19/2012 9:03 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,3600
20120301,17701,9/21/2012 8:30 AM,26085,ONSHORE,TANK,CRUDE OIL,CA,CORROSION,EXTERNAL,0.0,,45000
20120298,17603,9/21/2012 2:00 PM,22442,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,0.48,,26543
20120296,17388,9/23/2012 1:20 AM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,9/23/2012 1:23,2000
20120299,17109,9/24/2012 10:50 AM,31684,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,EXTERNAL,0.24,9/24/2012 10:50,25520
20120305,17466,9/24/2012 11:30 AM,31957,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,1.09,,1600
20120303,18327,9/25/2012 6:45 PM,32688,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,9/25/2012 18:45,93318
20120306,18811,9/26/2012 7:30 AM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,9/26/2012 7:30,3630
20120312,17972,9/26/2012 10:00 AM,32147,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,82000
20120309,16985,9/26/2012 1:20 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.5,,2200
20120304,17623,9/26/2012 10:06 PM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,,24598
20120307,17939,9/27/2012 1:00 PM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,1050
20120310,17818,9/28/2012 12:10 PM,26085,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,,245000
20120328,17360,9/29/2012 6:45 AM,1248,ONSHORE,TANK,CRUDE OIL,WY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,20.0,9/29/2012 6:45,167200
20120308,17622,10/1/2012 9:00 AM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,,7024
20120311,20151,10/3/2012 2:40 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TN,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,23.8,10/3/2012 15:19,1285800
20120317,20074,10/7/2012 5:36 PM,4906,ONSHORE,TANK,CRUDE OIL,LA,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0.0,10/7/2012 17:36,322649
20120315,18113,10/8/2012 5:30 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,CORROSION,EXTERNAL,0.9,,85600
20120319,18861,10/10/2012 5:30 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,25.0,10/10/2012 6:35,193527
20120316,17001,10/10/2012 1:00 PM,31684,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CO,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.48,,1000
20120318,17444,10/12/2012 8:15 AM,32532,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,10190
20120313,17379,10/13/2012 5:30 PM,31580,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,NATURAL FORCE DAMAGE,HIGH WINDS,0.02,10/13/2012 17:30,17000
20120321,18374,10/14/2012 11:20 AM,31166,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,75419
20120320,18325,10/16/2012 9:35 AM,18092,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,16012
20120323,17730,10/16/2012 1:14 PM,4906,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,,25160
20120324,19159,10/16/2012 2:58 PM,4906,OFFSHORE,,CRUDE OIL,LA,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0.0,10/16/2012 15:00,170000
20120322,17399,10/17/2012 10:09 AM,2731,ONSHORE,ABOVEGROUND,CRUDE OIL,UT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,10/17/2012 10:09,32477
20120326,17106,10/17/2012 5:30 PM,2731,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.24,,26200
20120327,17737,10/18/2012 12:30 AM,31174,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,CORROSION,INTERNAL,0.0,,54000
20120325,19342,10/19/2012 1:45 AM,2387,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,55.0,,82700
20120330,18460,10/23/2012 11:50 AM,31947,ONSHORE,UNDERGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,95100
20120329,18857,10/25/2012 6:00 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,10/25/2012 10:30,95800
20120335,18076,10/29/2012 2:15 AM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,10/29/2012 2:15,3463
20120333,20214,10/30/2012 11:57 AM,31684,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,CORROSION,EXTERNAL,0.24,10/30/2012 11:57,3820
20120332,18429,10/30/2012 2:30 PM,22610,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MN,ALL OTHER CAUSES,MISCELLANEOUS,0.0,10/30/2012 18:00,44020
20120337,21762,10/31/2012 10:00 AM,32109,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,11/1/2012 1:06,423463
20120339,20353,10/31/2012 4:25 PM,30782,ONSHORE,UNDERGROUND,CRUDE OIL,TX,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,90.0,10/31/2012 16:30,88000
20120343,18376,11/2/2012 5:30 AM,31082,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",200.0,11/2/2012 7:00,35000
20120336,17053,11/2/2012 7:50 AM,300,ONSHORE,UNDERGROUND,CRUDE OIL,LA,CORROSION,INTERNAL,0.0,11/2/2012 8:01,17200
20120341,19598,11/2/2012 8:00 AM,32481,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.6,,3648
20120342,18322,11/2/2012 1:33 PM,26125,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,7584
20120340,18314,11/3/2012 8:45 AM,4906,OFFSHORE,,CRUDE OIL,,CORROSION,EXTERNAL,0.11,,230005
20120344,17844,11/3/2012 10:00 AM,26094,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,EXTERNAL,0.0,,35400
20120348,19901,11/5/2012 10:12 AM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.1,11/5/2012 10:20,68000
20120349,18360,11/5/2012 10:37 PM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,11/5/2012 22:38,362000
20120354,19571,11/7/2012 10:40 AM,2731,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,CORROSION,INTERNAL,20.0,11/7/2012 10:40,1180000
20120347,17287,11/7/2012 5:00 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,CORROSION,INTERNAL,0.47,,32200
20120334,17895,11/8/2012 3:50 PM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.48,,2570
20120352,18181,11/9/2012 12:48 AM,22855,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.05,11/9/2012 1:45,55784
20120338,17675,11/11/2012 12:45 PM,300,ONSHORE,UNDERGROUND,CRUDE OIL,NM,CORROSION,INTERNAL,0.0,11/11/2012 12:50,2460
20120350,17636,11/12/2012 3:00 PM,18718,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.5,11/12/2012 15:00,12041
20120358,19699,11/13/2012 8:35 AM,15774,ONSHORE,UNDERGROUND,CRUDE OIL,ND,CORROSION,INTERNAL,0.0,,2403151
20120346,18317,11/13/2012 2:30 PM,2170,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MT,ALL OTHER CAUSES,MISCELLANEOUS,0.8,,525
20120355,17890,11/13/2012 3:34 PM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,11/13/2012 15:42,19050
20120353,18820,11/13/2012 5:30 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,183450
20120357,17755,11/15/2012 8:00 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,2000
20120345,17614,11/15/2012 12:47 PM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.3,,175000
20120363,17866,11/20/2012 9:30 AM,300,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,INTERNAL,0.0,,40600
20120369,20541,11/20/2012 2:33 PM,11169,ONSHORE,UNDERGROUND,CRUDE OIL,IL,CORROSION,INTERNAL,0.0,11/20/2012 14:48,9800000
20120367,17815,11/20/2012 10:30 PM,300,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,EXTERNAL,0.0,,13868
20120367,17815,11/20/2012 10:30 PM,300,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,EXTERNAL,0.0,,13868
20120374,17670,11/21/2012 1:30 PM,10012,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,11/21/2012 13:30,933000
20120364,17277,11/22/2012 9:25 AM,22610,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,ALL OTHER CAUSES,UNKNOWN,2.62,11/22/2012 10:00,158100
20120351,18433,11/23/2012 10:30 AM,31822,ONSHORE,UNDERGROUND,CRUDE OIL,WY,CORROSION,INTERNAL,5.0,,15500
20120373,18529,11/24/2012 7:08 AM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,11/24/2012 7:18,495700
20120372,17798,11/24/2012 8:50 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,11/24/2012 8:50,147000
20120371,18810,11/25/2012 2:05 AM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,12200
20120366,20224,11/25/2012 1:02 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KS,CORROSION,EXTERNAL,0.1,11/25/2012 13:02,62477
20120362,19604,11/26/2012 10:00 AM,32481,ONSHORE,TANK,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,,2416
20120370,19846,11/26/2012 12:32 PM,30777,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,CORROSION,EXTERNAL,23.0,11/26/2012 12:32,119829
20120360,18112,11/28/2012 9:30 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,,301311
20130001,18765,12/1/2012 10:35 AM,32099,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1187.69,12/1/2012 14:02,43897
20120356,18110,12/1/2012 11:19 AM,2552,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,12/1/2012 11:54,25265
20120375,17598,12/1/2012 8:44 PM,31618,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.1,12/1/2012 20:44,7000
20120368,17902,12/3/2012 7:47 AM,7063,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,12/3/2012 7:48,48695
20120359,18718,12/5/2012 5:00 PM,31174,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,329.0,12/5/2012 17:00,493500
20130004,18672,12/10/2012 11:00 AM,1845,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,32.0,12/10/2012 11:00,113318
20130005,17912,12/10/2012 2:45 PM,9175,ONSHORE,ABOVEGROUND,CRUDE OIL,KS,NATURAL FORCE DAMAGE,TEMPERATURE,5.3,12/10/2012 14:45,8450
20130003,19950,12/10/2012 4:20 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,12/10/2012 16:30,138000
20120361,17766,12/11/2012 1:30 PM,12624,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,1900
20130007,17553,12/14/2012 8:30 AM,32080,ONSHORE,ABOVEGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,157000
20130008,18787,12/14/2012 4:00 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VA,CORROSION,INTERNAL,0.0,,14588
20130006,17930,12/16/2012 9:00 AM,18718,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,11000
20130011,19208,12/17/2012 8:17 AM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NE,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",23.81,12/17/2012 8:17,170195
20130015,18308,12/17/2012 11:00 AM,5081,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,EXTERNAL,0.0,12/17/2012 11:00,1513925
20130096,17533,12/18/2012 1:00 PM,12628,ONSHORE,UNDERGROUND,CRUDE OIL,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.25,,25020
20130018,19278,12/19/2012 1:23 AM,32109,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,CORROSION,EXTERNAL,6719.0,12/19/2012 2:31,256891
20130009,17558,12/19/2012 1:00 PM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.5,,2880
20130013,17165,12/19/2012 1:30 PM,31723,ONSHORE,ABOVEGROUND,CRUDE OIL,LA,ALL OTHER CAUSES,UNKNOWN,0.0,,0
20130019,18611,12/20/2012 9:05 AM,32147,ONSHORE,ABOVEGROUND,CRUDE OIL,KY,CORROSION,INTERNAL,0.0,12/20/2012 9:17,21000
